Channel|Center|Kode|Item|Category |Group|Size|Satuan|Type|Month|Forecast Branch|Forecast Machine (Branch)|Forecast Headquarter (Branch+HO)|"Forecast Machine Headquarter (Branch+HO)
"|Avg Gross Weight (kg/unit)|Avg Volume (m³/unit)
AE|DC LEBAK|004|Terong|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|5.20|2,500.000
AE|DC LEBAK|008|Kentang|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|2.00|3,378.000
AE|DC LEBAK|009|Daging|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|2.50|6,600.000
AE|DC LEBAK|010|Ikan |IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|1|1|9|1|8.50|3,500.000
AE|DC LEBAK|011|Bawang|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|5.50|2,000.000
AE|DC LEBAK|012|Kopi|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|15|15|23|3|0.50|1,500.000
AE|DC LEBAK|013|Susu|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|0|9|17|0|5.00|1,500.000
AE|DC LEBAK|014|Jahe|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|1|1|9|1|5.00|2,000.000
AE|DC LEBAK|015|Kunyit|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|24|24|32|18|5.00|2,000.000
AE|DC LEBAK|016|Asam|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|25|25|33|25|0.50|2,000.000
AE|DC LEBAK|017|Gula|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AE|DC LEBAK|018|Aren|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AE|DC LEBAK|019|Garam|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AE|DC LEBAK|020|Kemiri|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|7|15|0|0.50|1,000.000
AE|DC LEBAK|021|Merica|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|1|1|9|1|0.30|1,000.000
AE|DC LEBAK|022|Lada|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|1|1|9|1|0.30|1,000.000
AE|DC LEBAK|023|Mie|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|3|11|0|0.80|3,800.000
AE|DC LEBAK|024|Beras|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|5.00|800.000
AE|DC LEBAK|025|Sirup|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|3|3|11|3|5.20|1,200.000
AE|DC LEBAK|026|Moka|IMPORT|RICE|72X50 GR|PC|Looked|APR 2026|3|3|11|3|0.50|1,200.000
AE|DC LEBAK|027|Minyak|IMPORT|RICE|72X50 GR|PC|Looked|APR 2026|1|1|9|1|5.00|2,200.000
AE|DC LEBAK|028|Sabun Colek|IMPORT|RICE|72X50 GR|PC|Looked|APR 2026|3|3|11|3|5.00|1,900.000
AE|DC LEBAK|029|Sabun Mandi|IMPORT|RICE|72X50 GR|PC|Looked|APR 2026|4|4|12|4|0.50|800.000
AE|DC LEBAK|030|Sampo|IMPORT|RICE|72X50 GR|PC|Looked|APR 2026|1|1|9|1|0.40|800.000
AE|DC LEBAK|031|Wijen|IMPORT|RICE|72X50 GR|PC|Looked|APR 2026|3|3|11|3|0.50|1,000.000
AE|DC LEBAK|032|Rimpang|IMPORT|RICE|72X50 GR|PC|Looked|APR 2026|1|1|9|1|5.00|1,000.000
AE|DC LEBAK|033|Dodol|IMPORT|WATER|72X50 GR|BT|Blue|APR 2026|181|181|189|181|0.80|2,600.000
AE|DC LEBAK|034|Uli|IMPORT|WATER|72X50 GR|PC|Blue|APR 2026|0|0|8|0|0.80|2,600.000
AE|DC LEBAK|035|Singkong|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|1|1|9|1|2.00|2,100.000
AE|DC LEBAK|037|Ubi|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|2|2|10|2|2.00|2,100.000
AE|DC LEBAK|038|Terong|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|0|8|0|5.20|2,500.000
AE|DC LEBAK|040|Kacang|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|1|10|0|5.00|2,100.000
AE|DC LEBAK|041|Toge|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|5|13|0|5.00|1,000.000
AE|DC LEBAK|042|Tomat|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|2|2|10|2|5.20|1,000.000
AE|DC LEBAK|044|Bombay|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|1|1|9|1|5.50|1,000.000
AE|DC LEBAK|001|Cabe|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|1|1|9|1|5.00|2,000.000
AE|DC LEBAK|004|Terong|IMPORT|LIGHT|72X50 GR|BT|Cucumber|APR 2026|1|1|9|1|5.20|2,500.000
AE|DC LEBAK|008|Kentang|IMPORT|LIGHT|72X50 GR|BT|Cucumber|APR 2026|1|1|9|1|2.00|3,378.000
AE|DC LEBAK|009|Daging|IMPORT|LIGHT|72X50 GR|BT|Cucumber|APR 2026|1|1|9|1|2.50|6,600.000
AE|DC LEBAK|010|Ikan |IMPORT|LIGHT|72X50 GR|BT|Cucumber|APR 2026|3|3|11|3|8.50|3,500.000
AE|DC LEBAK|011|Bawang|IMPORT|LIGHT|72X50 GR|BT|Cucumber|APR 2026|2|2|10|2|5.50|2,000.000
AE|DC LEBAK|012|Kopi|IMPORT|LIGHT|72X50 GR|BT|Cucumber|APR 2026|1|1|9|1|0.50|1,500.000
AE|DC LEBAK|013|Susu|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|1|1|9|1|5.00|1,500.000
AE|DC LEBAK|014|Jahe|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|1|1|9|1|5.00|2,000.000
AE|DC LEBAK|015|Kunyit|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AE|DC LEBAK|016|Asam|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|19|19|27|19|0.50|2,000.000
AE|DC LEBAK|017|Gula|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|1|1|9|1|5.00|2,000.000
AE|DC LEBAK|018|Aren|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AE|DC LEBAK|019|Garam|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AE|DC LEBAK|020|Kemiri|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|0.50|1,000.000
AE|DC LEBAK|021|Merica|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|75|75|83|75|0.30|1,000.000
AE|DC LEBAK|022|Lada|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|0.30|1,000.000
AE|DC LEBAK|023|Mie|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|0.80|3,800.000
AE|DC LEBAK|024|Beras|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|800.000
AE|DC LEBAK|025|Sirup|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.20|1,200.000
AE|DC LEBAK|026|Moka|IMPORT|RICE|72X50 GR|PC|Looked|APR 2026|8|8|16|8|0.50|1,200.000
AE|DC LEBAK|027|Minyak|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|5.00|2,200.000
AE|DC LEBAK|028|Sabun Colek|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|5.00|1,900.000
AE|DC LEBAK|029|Sabun Mandi|IMPORT|RICE|72X50 GR|PC|Looked|APR 2026|3|3|11|2|0.50|800.000
AE|DC LEBAK|030|Sampo|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|0|0|8|0|0.40|800.000
AE|DC LEBAK|031|Wijen|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|0.50|1,000.000
AE|DC LEBAK|032|Rimpang|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|5.00|1,000.000
AE|DC LEBAK|033|Dodol|IMPORT|WATER|72X50 GR|BT|Blue|APR 2026|1|1|9|1|0.80|2,600.000
AE|DC LEBAK|034|Uli|LOCAL|WATER|72X50 GR|BT|Blue|APR 2026|1|1|9|1|0.80|2,600.000
AE|DC LEBAK|035|Singkong|LOCAL|WATER|72X50 GR|BT|Blue|APR 2026|0|37|45|0|2.00|2,100.000
AE|DC LEBAK|037|Ubi|LOCAL|WATER|72X50 GR|BT|Blue|APR 2026|3|3|11|1|2.00|2,100.000
AE|DC LEBAK|038|Terong|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|0|28,253|28,261|0|5.20|2,500.000
AE|DC LEBAK|040|Kacang|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|23|23|31|17|5.00|2,100.000
AE|DC LEBAK|041|Toge|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|4|4|12|4|5.00|1,000.000
AE|DC LEBAK|042|Tomat|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|182|182|190|182|5.20|1,000.000
AE|DC LEBAK|044|Bombay|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|3|3|11|3|5.50|1,000.000
AE|DC LEBAK|001|Cabe|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|8|8|16|8|5.00|2,000.000
AE|DC LEBAK|004|Terong|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|0|8|16|0|5.20|2,500.000
AE|DC LEBAK|008|Kentang|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|120|120|128|120|2.00|3,378.000
AE|DC LEBAK|009|Daging|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|27|27|35|7|2.50|6,600.000
AE|DC LEBAK|010|Ikan |LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|0|11|19|0|8.50|3,500.000
AE|DC LEBAK|011|Bawang|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|2|2|10|2|5.50|2,000.000
AE|DC LEBAK|012|Kopi|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|1,573|1,573|1,581|1,177|0.50|1,500.000
AE|DC LEBAK|013|Susu|LOCAL|ROUND|72X50 GR|BT|Oaka|APR 2026|0|68|76|0|5.00|1,500.000
AE|DC LEBAK|014|Jahe|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|1|1|9|1|5.00|2,000.000
AE|DC LEBAK|015|Kunyit|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|3|3|11|2|5.00|2,000.000
AE|DC LEBAK|016|Asam|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|3|3|11|2|0.50|2,000.000
AE|DC LEBAK|017|Gula|LOCAL|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AE|DC LEBAK|018|Aren|LOCAL|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AE|DC LEBAK|019|Garam|LOCAL|ROUND|72X50 GR|KG|Oaka|APR 2026|2|2|10|2|5.00|2,000.000
AE|DC LEBAK|020|Kemiri|LOCAL|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|2|10|0|0.50|1,000.000
AE|DC LEBAK|021|Merica|LOCAL|ROUND|72X50 GR|CAR|Oaka|APR 2026|0|2|10|0|0.30|1,000.000
AE|DC LEBAK|022|Lada|LOCAL|ROUND|72X50 GR|PAC|Oaka|APR 2026|2|2|10|1|0.30|1,000.000
AE|DC LEBAK|023|Mie|LOCAL|ROUND|72X50 GR|PAC|Oaka|APR 2026|2|2|10|1|0.80|3,800.000
AE|DC LEBAK|024|Beras|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|5,209|3,783|3,791|5,209|5.00|800.000
AE|DC LEBAK|025|Sirup|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|1,482|1,113|1,121|1,482|5.20|1,200.000
AE|DC LEBAK|026|Moka|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|34|27|35|34|0.50|1,200.000
AE|DC LEBAK|027|Minyak|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|11,130|12,800|12,808|11,130|5.00|2,200.000
AE|DC LEBAK|028|Sabun Colek|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|0|2,863|2,871|0|5.00|1,900.000
AE|DC LEBAK|029|Sabun Mandi|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|0|1,084|1,092|0|0.50|800.000
AE|DC LEBAK|030|Sampo|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|756|756|764|756|0.40|800.000
AE|DC LEBAK|031|Wijen|LOCAL|RICE|72X50 GR|PAC|Looked|APR 2026|15|15|23|15|0.50|1,000.000
AE|DC LEBAK|032|Rimpang|LOCAL|RICE|72X50 GR|PAC|Looked|APR 2026|5|5|13|5|5.00|1,000.000
AE|DC LEBAK|033|Dodol|LOCAL|WATER|72X50 GR|PAC|Blue|APR 2026|17|17|25|17|0.80|2,600.000
AE|DC LEBAK|034|Uli|LOCAL|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|0.80|2,600.000
AE|DC LEBAK|035|Singkong|LOCAL|WATER|72X50 GR|PL|Blue|APR 2026|1|1|9|1|2.00|2,100.000
AE|DC LEBAK|037|Ubi|LOCAL|WATER|72X50 GR|PL|Blue|APR 2026|1|1|9|1|2.00|2,100.000
AE|DC LEBAK|038|Terong|LOCAL|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|5.20|2,500.000
AE|DC LEBAK|040|Kacang|LOCAL|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|5.00|2,100.000
AE|DC LEBAK|041|Toge|LOCAL|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|5.00|1,000.000
AE|DC LEBAK|042|Tomat|LOCAL|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|5.20|1,000.000
AE|DC LEBAK|044|Bombay|LOCAL|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|5.50|1,000.000
AE|DC LEBAK|001|Cabe|LOCAL|LIGHT|72X50 GR|KG|Cucumber|APR 2026|1|1|9|1|5.00|2,000.000
AE|DC LEBAK|004|Terong|LOCAL|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|5.20|2,500.000
AE|DC LEBAK|008|Kentang|LOCAL|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|3|11|0|2.00|3,378.000
AF|DC TANGSEL|009|Daging|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|2.50|6,600.000
AF|DC TANGSEL|010|Ikan |IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|0|8|0|8.50|3,500.000
AF|DC TANGSEL|011|Bawang|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|13|21|0|5.50|2,000.000
AF|DC TANGSEL|012|Kopi|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|1,622|1,622|1,630|1,622|0.50|1,500.000
AF|DC TANGSEL|013|Susu|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|185|185|193|150|5.00|1,500.000
AF|DC TANGSEL|014|Jahe|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|1|1|9|1|5.00|2,000.000
AF|DC TANGSEL|015|Kunyit|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|922|930|0|5.00|2,000.000
AF|DC TANGSEL|016|Asam|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|0.50|2,000.000
AF|DC TANGSEL|017|Gula|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AF|DC TANGSEL|018|Aren|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AF|DC TANGSEL|019|Garam|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|1|1|9|2|5.00|2,000.000
AF|DC TANGSEL|020|Kemiri|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|21,622|21,622|21,630|21,622|0.50|1,000.000
AF|DC TANGSEL|021|Merica|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|0.30|1,000.000
AF|DC TANGSEL|022|Lada|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|0.30|1,000.000
AF|DC TANGSEL|023|Mie|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|0.80|3,800.000
AF|DC TANGSEL|024|Beras|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|3|3|11|3|5.00|800.000
AF|DC TANGSEL|025|Sirup|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|4,357|3,486|3,494|4,357|5.20|1,200.000
AF|DC TANGSEL|026|Moka|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|0|0|8|0|0.50|1,200.000
AF|DC TANGSEL|027|Minyak|IMPORT|RICE|72X50 GR|CAR|Looked|APR 2026|1|1|9|1|5.00|2,200.000
AF|DC TANGSEL|028|Sabun Colek|IMPORT|RICE|72X50 GR|CAR|Looked|APR 2026|6|6|14|6|5.00|1,900.000
AF|DC TANGSEL|029|Sabun Mandi|IMPORT|RICE|72X50 GR|JAR|Looked|APR 2026|0|0|8|0|0.50|800.000
AF|DC TANGSEL|030|Sampo|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|0.40|800.000
AF|DC TANGSEL|031|Wijen|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|116|116|124|86|0.50|1,000.000
AF|DC TANGSEL|032|Rimpang|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|5.00|1,000.000
AF|DC TANGSEL|033|Dodol|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|2|2|10|2|0.80|2,600.000
AF|DC TANGSEL|034|Uli|IMPORT|WATER|72X50 GR|JAR|Blue|APR 2026|14|14|22|14|0.80|2,600.000
AF|DC TANGSEL|035|Singkong|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|0|8|0|2.00|2,100.000
AF|DC TANGSEL|037|Ubi|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|1|1|9|1|2.00|2,100.000
AF|DC TANGSEL|038|Terong|IMPORT|WATER|72X50 GR|BT|Blue|APR 2026|2|2|10|2|5.20|2,500.000
AF|DC TANGSEL|040|Kacang|IMPORT|WATER|72X50 GR|JAR|Blue|APR 2026|316|316|324|239|5.00|2,100.000
AF|DC TANGSEL|041|Toge|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|0|8|0|5.00|1,000.000
AF|DC TANGSEL|042|Tomat|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|0|8|0|5.20|1,000.000
AF|DC TANGSEL|044|Bombay|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|0|8|0|5.50|1,000.000
AF|DC TANGSEL|001|Cabe|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|0|8|0|5.00|2,000.000
AF|DC TANGSEL|004|Terong|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|0|8|0|5.20|2,500.000
AF|DC TANGSEL|008|Kentang|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|2|2|10|2|2.00|3,378.000
AF|DC TANGSEL|009|Daging|IMPORT|LIGHT|72X50 GR|JAR|Cucumber|APR 2026|0|0|8|0|2.50|6,600.000
AF|DC TANGSEL|010|Ikan |IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|431|439|0|8.50|3,500.000
AF|DC TANGSEL|011|Bawang|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|4|12|0|5.50|2,000.000
AF|DC TANGSEL|012|Kopi|IMPORT|LIGHT|72X50 GR|KG|Cucumber|APR 2026|0|17|25|0|0.50|1,500.000
AF|DC TANGSEL|013|Susu|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|5.00|1,500.000
AF|DC TANGSEL|014|Jahe|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AF|DC TANGSEL|015|Kunyit|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|55|63|0|5.00|2,000.000
AF|DC TANGSEL|016|Asam|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|0|152|160|0|0.50|2,000.000
AF|DC TANGSEL|017|Gula|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|0|317|325|0|5.00|2,000.000
AF|DC TANGSEL|018|Aren|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|220|220|228|220|5.00|2,000.000
AF|DC TANGSEL|019|Garam|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|0|174|182|0|5.00|2,000.000
AF|DC TANGSEL|020|Kemiri|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|0.50|1,000.000
AF|DC TANGSEL|021|Merica|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|0.30|1,000.000
AF|DC TANGSEL|022|Lada|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|0.30|1,000.000
AF|DC TANGSEL|023|Mie|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|0.80|3,800.000
AF|DC TANGSEL|024|Beras|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|0|0|8|0|5.00|800.000
AF|DC TANGSEL|025|Sirup|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|16|24|0|5.20|1,200.000
AF|DC TANGSEL|026|Moka|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|0.50|1,200.000
AF|DC TANGSEL|027|Minyak|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|5.00|2,200.000
AF|DC TANGSEL|028|Sabun Colek|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|3|13|0|5.00|1,900.000
AF|DC TANGSEL|029|Sabun Mandi|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|0.50|800.000
AF|DC TANGSEL|030|Sampo|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|0.40|800.000
AF|DC TANGSEL|031|Wijen|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|0.50|1,000.000
AF|DC TANGSEL|032|Rimpang|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|5.00|1,000.000
AF|DC TANGSEL|033|Dodol|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|0.80|2,600.000
AF|DC TANGSEL|034|Uli|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|0.80|2,600.000
AF|DC TANGSEL|035|Singkong|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|2.00|2,100.000
AF|DC TANGSEL|037|Ubi|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|2.00|2,100.000
AF|DC TANGSEL|038|Terong|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|9|0|5.20|2,500.000
AF|DC TANGSEL|040|Kacang|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|5.00|2,100.000
AF|DC TANGSEL|041|Toge|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|1|9|0|5.00|1,000.000
AF|DC TANGSEL|042|Tomat|IMPORT|WATER|72X50 GR|KG|Blue|APR 2026|0|0|8|0|5.20|1,000.000
AF|DC TANGSEL|044|Bombay|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|246|246|254|246|5.50|1,000.000
AF|DC TANGSEL|001|Cabe|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|26|26|34|21|5.00|2,000.000
AF|DC TANGSEL|004|Terong|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|4|12|0|5.20|2,500.000
AF|DC TANGSEL|008|Kentang|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|91|99|0|2.00|3,378.000
AF|DC TANGSEL|009|Daging|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|39|47|0|2.50|6,600.000
AF|DC TANGSEL|010|Ikan |IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|0|8|0|8.50|3,500.000
AF|DC TANGSEL|011|Bawang|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|421|429|0|5.50|2,000.000
AF|DC TANGSEL|012|Kopi|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|9|17|0|0.50|1,500.000
AF|DC TANGSEL|013|Susu|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|80|80|88|80|5.00|1,500.000
AF|DC TANGSEL|014|Jahe|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|6|6|14|6|5.00|2,000.000
AF|DC TANGSEL|015|Kunyit|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|21|21|29|21|5.00|2,000.000
AF|DC TANGSEL|016|Asam|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|4|4|12|4|0.50|2,000.000
AF|DC TANGSEL|017|Gula|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|2|2|10|2|5.00|2,000.000
AF|DC TANGSEL|018|Aren|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|1,345|1,345|1,353|849|5.00|2,000.000
AF|DC TANGSEL|019|Garam|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|1|1|9|1|5.00|2,000.000
AF|DC TANGSEL|020|Kemiri|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|3|19|0|0.50|1,000.000
AF|DC TANGSEL|021|Merica|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|21|21|11|2|0.30|1,000.000
AF|DC TANGSEL|022|Lada|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|0.30|1,000.000
AF|DC TANGSEL|023|Mie|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|0.80|3,800.000
AF|DC TANGSEL|024|Beras|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.00|800.000
AF|DC TANGSEL|025|Sirup|IMPORT|ROUND|72X50 GR|KG|Oaka|APR 2026|0|0|8|0|5.20|1,200.000
AF|DC TANGSEL|026|Moka|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|1|1|9|1|0.50|1,200.000
AF|DC TANGSEL|027|Minyak|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|5.00|2,200.000
AF|DC TANGSEL|028|Sabun Colek|IMPORT|RICE|72X50 GR|KG|Looked|APR 2026|0|0|8|0|5.00|1,900.000
